id,country,c3,c2,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey,source_rank
9001,Slovenia,SVN,SI,2009,29.7,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.71984336,,,28511,2035424,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9002,Slovenia,SVN,SI,2009,44.4,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.71984336,,,28511,2035424,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9004,Slovenia,SVN,SI,2010,25.7,9.09,14.7,18.39,22.88,34.95,3.35,5.74,6.9,7.8,8.73,9.66,10.78,12.1,14.18,20.77,1.18,12.28,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,8018,7372,Euro,Year,0.755044952,,,28726,2045168,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9005,Slovenia,SVN,SI,2010,25.2,8.79,14.84,18.82,23.56,34,3.21,5.58,6.91,7.93,8.91,9.91,11.11,12.45,14.25,19.75,1.09,11.35,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,13645,12903,Euro,Year,0.755044952,,,28726,2045168,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9008,Slovenia,SVN,SI,2010,29.7,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.755044952,,,28726,2045168,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9009,Slovenia,SVN,SI,2010,44.9,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.755044952,,,28726,2045168,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9011,Slovenia,SVN,SI,2011,23.8,9.7,15,18.7,22.9,33.7,3.9,5.8,7.1,8,8.9,9.8,10.8,12.1,13.9,19.8,1.6,11.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,12885,11999,Euro,Year,0.719355254,,,28796,2053436,New 2018,High,13,Eurostat,Eurostat 2018,,,8
9013,Slovenia,SVN,SI,2011,29.6,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.719355254,,,28796,2053436,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9014,Slovenia,SVN,SI,2011,45.3,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.719355254,,,28796,2053436,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9016,Slovenia,SVN,SI,2012,27.3,8.84,14.15,17.93,22.75,36.34,3.33,5.51,6.58,7.57,8.47,9.46,10.61,12.14,14.29,22.05,1.26,13.3,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,8596,7710,Euro,Year,0.778293601,,,27933,2060390,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9017,Slovenia,SVN,SI,2012,27.1,8.57,14.07,18.28,23.4,35.66,3.28,5.29,6.54,7.53,8.58,9.7,10.95,12.45,14.6,21.06,1.24,12.44,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,14572,13336,Euro,Year,0.778293601,,,27933,2060390,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9020,Slovenia,SVN,SI,2012,30.3,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.778293601,,,27933,2060390,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9021,Slovenia,SVN,SI,2012,46.5,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.778293601,,,27933,2060390,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9023,Slovenia,SVN,SI,2013,24.4,9.5,14.9,18.7,22.8,34.1,3.8,5.7,6.9,8,8.9,9.8,10.8,12.1,14.1,20,1.6,11.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,12706,11852,Euro,Year,0.753159182,,,27540,2066119,New 2018,High,13,Eurostat,Eurostat 2018,,,8
9025,Slovenia,SVN,SI,2013,30.4,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753159182,,,27540,2066119,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9026,Slovenia,SVN,SI,2013,46.5,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753159182,,,27540,2066119,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9028,Slovenia,SVN,SI,2014,25,9.3,14.8,18.6,22.9,34.4,3.7,5.6,6.9,7.9,8.8,9.8,10.8,12.1,14.2,20.3,1.6,11.9,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,12843,11909,Euro,Year,0.753730737,,,28296,2070845,New 2018,High,13,Eurostat,Eurostat 2018,,,8
9030,Slovenia,SVN,SI,2014,30.3,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753730737,,,28296,2070845,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9031,Slovenia,SVN,SI,2014,46.1,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753730737,,,28296,2070845,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9033,Slovenia,SVN,SI,2015,24.5,9.5,14.9,18.7,22.8,34.2,3.8,5.7,6.9,7.9,8.9,9.8,10.8,12,14,20.2,1.6,11.8,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,13211,12332,Euro,Year,0.901658962,,,28880,2074788,New 2018,High,13,Eurostat,Eurostat 2018,,,8
9035,Slovenia,SVN,SI,2015,30,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.901658962,,,28880,2074788,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9036,Slovenia,SVN,SI,2015,45.7,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.901658962,,,28880,2074788,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9038,Slovenia,SVN,SI,2016,24.4,9.5,14.9,18.7,22.9,34,3.8,5.7,6.9,7.9,8.9,9.8,10.9,12.1,13.9,20.1,1.6,12,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,13193,12327,Euro,Year,0.904035128,,,29745,2077862,New 2018,High,13,Eurostat,Eurostat 2018,,,8
9039,Solomon Islands,SLB,SB,2005,46.1,4.97,9.05,13.3,20.63,52.04,1.85,3.12,4.05,5,6.03,7.27,9.02,11.61,16.29,35.75,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Melanesia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,1137.24,755.16,US$2011PPP,Year,7.529873025,1137,755,1681,469885,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
9040,Solomon Islands,SLB,SB,2013,37.05,6.98,11.37,15.5,21.54,44.61,2.76,4.22,5.2,6.17,7.22,8.28,9.74,11.8,15.36,29.25,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Melanesia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,1333.44,1028.4,US$2011PPP,Year,7.3021351,1333,1028,2137,563513,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
9041,Somalia,SOM,SO,2002,39.7,4.1,8.5,13.6,21.6,52.2,1.5,2.6,3.7,4.8,6.1,7.5,9.4,12.2,16.6,35.6,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,226,,United States dollar,Year,,,,,9564167,New 2007,Low,13,World Bank,World Bank and UNDP 2003,Somalia Watching Brief - Report No. 1,Socio Economic Survey 2002,2
9046,South Africa,ZAF,ZA,1965,56.3,,,,,,,,,,,,,,,,,,Earnings,Primary income,No adjustment,No adjustment,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,0.714286,,,,19942303,,Not known,6,Research study,Lecaillon et al. 1984,,,4
9050,South Africa,ZAF,ZA,1975,68,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,0.739507755,,,,26212405,New 2018,Not known,11,Research study,Whiteford and Van Seventer 2000,,Census 1975,4
9055,South Africa,ZAF,ZA,1991,68,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,2.761315,,,9379,38437855,New 2018,Not known,11,Research study,Whiteford and Van Seventer 2000,,Census 1991,4
9056,South Africa,ZAF,ZA,1993,59.33,2.95,5.25,9.31,18.16,64.33,1.25,1.7,2.26,2.99,3.97,5.34,7.38,10.78,17.67,46.66,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,2728.44,1247.04,US$2011PPP,Year,3.267741583,2728,1247,8862,40300161,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
9057,South Africa,ZAF,ZA,1993,68.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,3.267741583,,,8862,40300161,New 2018,Average,11,Research study,Hundenborn et al. 2016,Project for Statistics on Living Standards and Development 1993,,4
9058,South Africa,ZAF,ZA,1995,59,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,3.627085,,,9033,42088165,,Average,11,National statistical authority,South Africa Central Statistical Service,Web 14 June 1999,Income and Expenditure Survey,5
9059,South Africa,ZAF,ZA,1996,60.69,2.66,5.17,8.73,17.55,65.88,1.01,1.65,2.24,2.93,3.76,4.97,6.97,10.58,18.36,47.52,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,2446.68,1045.08,US$2011PPP,Year,4.299349167,2447,1045,9244,42898520,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
9060,South Africa,ZAF,ZA,1996,69,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,4.299349167,,,9244,42898520,New 2018,Average,11,Research study,Whiteford and Van Seventer 2000,,Census 1996,4
9061,South Africa,ZAF,ZA,1997,54.5,3.59,6.65,9.51,14.17,66.09,1.32,2.27,2.98,3.67,4.37,5.13,6.21,7.96,11.79,54.31,,,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,4.607961667,,,9324,43657024,,Low,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,October Household Survey,2
9062,South Africa,ZAF,ZA,2000,67,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,6.939828333,,,9539,45728315,New 2018,Average,11,Research study,Leibbrandt et al. 2010,,Income and Expenditure Survey 2000,4
9063,South Africa,ZAF,ZA,2001,57.77,3.06,5.59,9.88,18.8,62.65,1.28,1.78,2.4,3.19,4.23,5.65,7.72,11.08,17.72,44.93,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,2330.64,1132.56,US$2011PPP,Year,8.609180833,2331,1133,9661,46385006,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
9064,South Africa,ZAF,ZA,2001,73,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,8.609180833,,,9661,46385006,New 2018,Average,11,Research study,Leibbrandt et al. 2009,,Census 2001,4
9065,South Africa,ZAF,ZA,2005,64.76,2.59,4.71,7.51,14.17,71.02,1,1.59,2.09,2.62,3.31,4.2,5.65,8.52,16.79,54.23,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,3306.6,1228.44,US$2011PPP,Year,6.359328333,3307,1228,10783,48820586,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
9066,South Africa,ZAF,ZA,2005,72,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,6.359328333,,,10783,48820586,New 2018,High,11,Research study,Leibbrandt et al. 2010,,Income and Expenditure Survey 2005,4
9067,South Africa,ZAF,ZA,2008,69.6,1.47,3.54,6.4,13.96,74.63,0.46,1.01,1.51,2.03,2.67,3.73,5.33,8.63,17.1,57.53,0.15,41.88,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,18163,5640,South African rand,Year,8.261223333,,,11990,50412129,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9068,South Africa,ZAF,ZA,2008,65.7,1.88,4.53,7.78,15.02,70.78,0.57,1.31,1.97,2.56,3.37,4.41,5.93,9.09,16.78,54,0.18,38.7,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,32533,12345,South African rand,Year,8.261223333,,,11990,50412129,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9069,South Africa,ZAF,ZA,2008,71.2,1.27,3.21,5.8,13.14,76.59,0.42,0.85,1.39,1.82,2.45,3.35,4.92,8.22,17.78,58.81,0.13,42.49,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,21184,6000,South African rand,Year,8.261223333,,,11990,50412129,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9070,South Africa,ZAF,ZA,2008,67.5,1.71,4.09,7.03,14.44,72.73,0.52,1.19,1.76,2.33,3.03,4,5.51,8.93,17.29,55.44,0.16,39.62,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,37860,13094,South African rand,Year,8.261223333,,,11990,50412129,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9072,South Africa,ZAF,ZA,2009,63.01,2.6,4.87,8.05,15.79,68.68,1,1.6,2.13,2.74,3.5,4.55,6.3,9.49,17.42,51.26,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,4085.76,1614.72,US$2011PPP,Year,8.473674158,4086,1615,11676,50970818,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
9073,South Africa,ZAF,ZA,2010,73.4,1.3,3.2,5.87,12.33,77.32,0.31,0.99,1.35,1.85,2.45,3.42,4.88,7.45,13.28,64.04,0.16,50.03,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,23461,6633,South African rand,Year,7.321221961,,,11888,51584663,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9074,South Africa,ZAF,ZA,2010,66.1,1.84,4.58,8.02,15.34,70.23,0.58,1.26,1.96,2.62,3.42,4.6,6.24,9.1,15.71,54.52,0.21,41.12,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,38450,15000,South African rand,Year,7.321221961,,,11888,51584663,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9075,South Africa,ZAF,ZA,2010,68.2,1.41,3.48,6.73,14.93,73.44,0.47,0.94,1.41,2.07,2.8,3.93,5.82,9.11,19,54.44,0.17,36.98,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,23025,7437,South African rand,Year,7.321221961,,,11888,51584663,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9076,South Africa,ZAF,ZA,2010,63.4,1.87,4.57,8.32,17.06,68.19,0.6,1.27,1.93,2.64,3.51,4.81,6.67,10.39,18.7,49.49,0.21,33.5,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,42077,17321,South African rand,Year,7.321221961,,,11888,51584663,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9077,South Africa,ZAF,ZA,2010,63.38,2.47,4.71,7.97,15.9,68.94,0.94,1.53,2.05,2.66,3.44,4.53,6.28,9.62,17.68,51.26,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,4306.68,1688.04,US$2011PPP,Year,7.321221961,4307,1688,11888,51584663,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
9078,South Africa,ZAF,ZA,2011,69.4,1.54,3.24,6.16,14.54,74.52,0.54,1,1.38,1.86,2.54,3.62,5.45,9.09,17.86,56.66,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,7.261132132,,,12119,52263516,New 2013,High,13,Research study,Commitment to Equity Project,,Income and Expenditure Survey 2010-2011,4
9079,South Africa,ZAF,ZA,2011,77.1,0.3,1.3,4.2,12.8,81.4,0.1,0.2,0.5,0.8,1.5,2.7,4.5,8.3,17.7,63.7,,,Earnings,Market income,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,7.261132132,,,12119,52263516,New 2013,High,11,Research study,Commitment to Equity Project,,Income and Expenditure Survey 2010-2011,4
9080,South Africa,ZAF,ZA,2012,65.6,1.8,4.35,7.69,16.02,70.13,0.64,1.16,1.87,2.48,3.29,4.4,6.28,9.74,17.26,52.87,0.22,37.73,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,23973,9120,South African rand,Year,8.209968627,,,12215,52998213,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9081,South Africa,ZAF,ZA,2012,60.8,2.41,5.47,9.28,17.31,65.52,0.77,1.64,2.33,3.14,4.06,5.22,7.04,10.27,17.14,48.38,0.23,34.03,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,42680,19516,South African rand,Year,8.209968627,,,12215,52998213,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9082,South Africa,ZAF,ZA,2012,69.3,1.51,3.34,6.73,14.67,73.75,0.5,1.01,1.44,1.9,2.9,3.83,5.45,9.22,17.05,56.7,0.16,41.97,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,30731,9850,South African rand,Year,8.209968627,,,12215,52998213,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9083,South Africa,ZAF,ZA,2012,64.9,1.96,4.54,7.87,16.15,69.49,0.63,1.33,1.93,2.61,3.43,4.44,6.38,9.77,17.23,52.26,0.21,38.52,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,54564,21360,South African rand,Year,8.209968627,,,12215,52998213,New 2018,High,13,Luxembourg Income Study,LIS 2018,,,1
9087,South Africa,ZAF,ZA,2015,63.03,2.37,4.78,8.15,16.49,68.21,0.86,1.51,2.07,2.71,3.5,4.65,6.53,9.96,17.71,50.5,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,4056.84,1614.6,US$2011PPP,Year,12.75893088,4057,1615,12378,55291225,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
9088,South Africa,ZAF,ZA,2015,65.5,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,,,12.75893088,,,12378,55291225,New 2018,High,11,Research study,Hundenborn et al. 2016,,National Income Dynamics Study 2015,4
9084,South Africa,ZAF,ZA,2015,62,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,58600,26394,"Local currency units, at current prices",Year,12.75893088,,,12378,55291225,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9085,South Africa,ZAF,ZA,2015,64.8,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,"Local currency units, at current prices",Year,12.75893088,,,12378,55291225,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9086,South Africa,ZAF,ZA,2015,71.5,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,,,"Local currency units, at current prices",Year,12.75893088,,,12378,55291225,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,6
9089,South Sudan,SSD,SS,2009,46.34,3.86,8.59,14.2,22.78,50.56,1.25,2.61,3.72,4.87,6.25,7.95,9.99,12.79,17.36,33.2,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1179.6,834.96,US$2011PPP,Year,,1180,835,,9670667,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,,2
9112,Spain,ESP,ES,1973,34.2,7.37,12.1,16.41,22.33,41.79,2.91,4.46,5.53,6.57,7.6,8.81,10.23,12.1,15.1,26.69,1.18,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,356,,Euro,Year,58.26008333,,,,35165557,,High,13,Research study,Goerlich and Mas 2001,,Encuesta de Presupuestos Familiares,4
9113,Spain,ESP,ES,1973,32.1,7.78,12.66,16.95,22.52,40.09,3.08,4.7,5.82,6.84,7.91,9.04,10.4,12.12,14.86,25.23,1.24,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,,,58.26008333,,,,35165557,,High,13,Research study,Goerlich and Mas 2001,,Encuesta de Presupuestos Familiares,4
9115,Spain,ESP,ES,1973,34,7.26,12.12,16.55,22.52,41.55,2.85,4.41,5.52,6.6,7.68,8.87,10.34,12.18,15.31,26.24,1.17,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,431.4,356.6,Euro,Year,58.26008333,,,,35165557,,High,13,Research study,Goerlich and Mas 2007,,Encuesta de Presupuestos Familiares 1973/74 / HBS,4
9116,Spain,ESP,ES,1973,33.4,7.1,12.33,16.94,22.87,40.76,2.73,4.37,5.6,6.73,7.85,9.09,10.51,12.36,15.39,25.37,1.08,,Consumption,Consumption,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,858.6,725.2,Euro,Year,58.26008333,,,,35165557,,High,13,Research study,Goerlich and Mas 2007,,Encuesta de Presupuestos Familiares 1973/74 / HBS,4
